age,education_fill_1,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none
47,2,0,794028,1064796,3,3,0
30,2,0,731364,941964,0,0,0
32,1,0,770556,1073628,12,3,0
26,2,0,755364,918984,2,0,0
29,2,0,807384,1226568,7,5,0
39,2,0,624936,776376,0,0,0
47,2,0,675108,813948,3,2,0
37,2,0,1000632,1386948,0,0,0
45,2,0,663108,986832,0,0,0
43,2,0,454668,627348,0,0,0
49,1,0,484728,642252,0,0,0
27,1,0,619836,877932,0,0,0
44,1,0,538188,913800,0,0,0
46,2,0,585636,733728,7,5,0
33,2,0,722556,1251300,2,2,0
43,2,0,413268,749256,17,10,0
29,1,0,1067868,1452000,0,0,0
46,2,0,743364,946440,2,2,0
45,2,0,568188,864000,0,0,0
26,2,0,703764,836100,4,0,0
31,1,0,624000,807600,2,0,0
28,1,0,872604,1259676,4,3,0
27,1,0,556188,740508,11,8,0
40,2,0,663108,983400,6,3,0
41,2,0,697908,840108,0,0,0
32,2,0,818028,1179000,0,0,0
30,2,0,852804,1014264,16,3,1
43,2,0,507528,747600,3,3,0
38,1,0,726156,872232,0,0,0
43,1,0,489528,750696,0,0,0
43,1,0,508128,955056,0,0,0
45,2,0,551136,836028,2,2,0
23,1,0,867876,1354608,2,2,0
47,1,0,628836,877236,0,0,0
39,2,0,458868,548040,2,0,0
44,1,0,703764,847308,2,2,0
28,2,0,758364,1063788,0,0,0
36,2,0,663108,837672,2,2,0
38,2,0,800184,1288104,2,0,0
40,2,1,708708,846576,0,0,0
28,1,0,603636,832848,0,0,0
26,1,0,846204,1041420,0,0,0
30,2,0,740604,864096,7,5,0
45,1,0,690696,819648,10,7,0
31,2,0,560988,858552,2,2,0
27,1,0,657096,888000,0,0,0
24,1,1,863004,1255908,0,0,0
48,2,1,559740,642000,0,0,0
44,2,0,694956,902412,0,0,0
48,2,0,650556,806760,0,0,0
46,1,0,871476,1010400,3,3,0
49,2,0,346368,503748,4,3,0
25,2,0,574188,856812,5,4,0
37,2,0,553740,770856,0,0,0
50,2,0,997032,1408800,11,9,1
48,1,0,556668,786264,3,0,0
23,1,0,584988,861372,6,3,0
45,1,0,629736,828408,0,0,0
38,2,0,782028,901692,9,2,0
35,1,0,741756,908400,0,0,0
39,1,0,869004,1210092,20,8,0
45,1,0,820428,1048080,0,0,0
27,2,1,730956,1110264,2,2,0
34,2,0,718800,929496,0,0,0
28,2,0,609636,839004,0,0,0
38,1,0,660000,805476,4,3,0
27,2,0,732156,1032096,8,6,0
37,1,0,586188,779400,0,0,0
28,1,0,971796,1305048,4,4,0
42,1,0,642936,806220,0,0,0
42,1,0,1157880,1844544,2,0,0
47,1,0,636936,735876,4,2,0
39,2,0,826524,1021320,21,9,0
40,1,0,609636,760764,3,3,0
35,2,0,677508,1039284,3,2,0
42,2,0,921012,1278000,2,2,0
45,2,0,814584,1276356,2,2,0
42,2,0,678000,774000,0,0,0
45,1,0,826584,1186224,2,2,0
47,2,0,583752,781980,0,0,0
49,2,0,639636,852000,0,0,0
46,2,0,596436,734520,3,0,0
34,1,0,638436,1193016,0,0,0
43,1,0,663108,914256,0,0,0
31,1,0,699108,791784,0,0,0
50,1,0,630948,830808,4,3,0
44,2,3,937812,1305048,2,2,0
49,2,0,604836,809976,10,5,0
33,2,0,615636,936000,0,0,0
29,2,0,550188,900780,0,0,0
34,1,0,748956,957360,0,0,0
45,2,3,612444,915684,3,2,0
34,1,0,672156,864960,0,0,0
44,1,0,724956,858924,3,0,0
41,2,0,728556,869880,0,0,0
33,2,0,509928,927732,0,0,0
44,1,0,711108,887568,9,3,0
32,2,0,699108,1270560,0,0,0
30,2,1,699108,808728,2,0,0
45,2,3,642156,836796,0,0,0
48,1,0,335772,859752,0,0,0
37,1,0,641508,896112,4,3,0
34,1,0,719556,837096,2,0,0
35,2,0,726564,878760,5,2,0
31,2,0,580188,787944,3,3,0
26,1,3,600636,784392,2,2,0
27,2,0,1027440,1438428,0,0,0
33,2,0,450468,870240,9,4,0
25,2,0,600936,878304,0,0,0
38,1,0,733764,881880,8,2,0
46,2,1,719364,939396,0,0,0
44,1,0,630936,846420,0,0,0
46,1,0,651636,795396,2,0,0
39,2,0,641508,810984,5,0,0
34,1,0,695508,907800,3,2,0
31,2,0,746556,1054860,2,2,0
33,2,0,705108,852600,0,0,0
48,1,0,679848,812556,0,0,0
44,2,0,594936,885384,0,0,0
26,2,0,683688,821856,0,0,0
29,2,0,708156,861528,2,2,0
26,2,0,684156,801372,0,0,0
26,2,0,790584,967764,0,0,0
45,1,0,608436,812040,0,0,0
34,1,0,815628,931164,0,0,0
43,2,0,814464,1053300,6,2,0
22,1,0,609636,825576,2,2,0
37,2,0,558588,726468,4,2,0
36,1,0,814584,942000,10,2,0
38,2,0,603636,846588,0,0,0
24,2,0,836604,1158636,0,0,0
47,2,0,746556,959544,0,0,0
40,2,0,520728,787380,0,0,0
46,1,0,767364,979800,13,3,0
41,2,1,707364,904596,2,2,0
47,2,1,670632,1077636,2,2,0
27,1,0,462000,795144,4,2,0
47,1,0,824028,936120,2,0,0
47,2,1,612036,909492,0,0,0
28,2,0,571740,860148,0,0,0
40,2,0,484728,907800,19,3,0
25,1,0,354348,550260,0,0,0
25,2,3,593736,844800,0,0,0
45,2,0,1054440,1459740,2,2,0
38,1,0,588000,716508,2,2,0
30,1,2,694956,792612,0,0,0
47,2,1,730164,1195260,0,0,0
34,1,0,708156,887904,19,7,0
44,1,0,568188,863976,3,0,0
27,2,1,570588,953856,0,0,0
38,2,0,680028,790560,2,2,0
26,2,0,725364,885864,2,2,0
41,2,0,778584,1026768,3,2,0
24,1,0,890736,1235724,0,0,0
26,1,0,559740,908340,0,0,0
28,2,0,562860,885108,0,0,0
29,1,0,790584,1015200,4,2,0
33,1,0,728556,908748,3,3,0
35,2,0,336432,613524,0,0,0
27,2,0,737364,1518000,4,2,0
45,1,0,934320,1227852,0,0,0
46,1,0,705108,804000,3,2,0
48,2,1,413268,846588,0,0,0
50,1,0,615636,765972,2,0,0
32,1,1,889236,1169472,0,0,0
45,1,0,406608,748764,7,5,0
24,2,0,531528,967200,0,0,0
26,2,0,630936,769248,0,0,0
46,2,0,581388,718320,3,0,0
46,2,0,663108,1178472,2,0,0
44,2,0,541740,724320,0,0,0
48,2,0,299868,826356,22,5,1
37,1,0,746556,909540,5,5,0
42,2,0,575196,793500,0,0,0
32,2,1,474936,729804,2,2,0
49,1,0,688956,786840,10,6,0
42,2,0,820584,1159740,6,3,1
38,1,0,830028,1114260,7,5,0
48,2,0,502728,814800,2,2,0
38,1,0,556740,789000,2,2,0
37,1,0,630936,844584,0,0,0
42,2,2,772584,943572,5,3,0
36,2,0,707568,842892,0,0,0
39,1,2,705756,903288,0,0,0
27,1,0,546948,963828,2,0,0
28,2,0,699108,855600,0,0,0
37,1,0,821784,970632,0,0,0
45,1,0,527928,832944,3,2,0
36,2,0,594636,868128,0,0,0
26,2,0,347292,826260,0,0,0
42,2,0,408000,612504,0,0,0
27,1,0,646536,774684,0,0,0
30,2,1,1168680,1932036,0,0,0
45,1,0,849804,966000,0,0,0
29,2,1,691716,867792,0,0,0
26,1,0,584400,935412,0,0,0
40,2,0,430068,896064,0,0,0
31,2,1,806028,1211988,2,2,0
48,2,0,523728,846636,0,0,0
44,2,0,639600,984000,2,2,0
25,1,0,772584,900000,0,0,0
33,2,0,672156,776880,0,0,0
27,2,0,665868,881592,0,0,0
27,2,3,499536,830364,0,0,0
38,2,0,672156,834792,0,0,0
30,1,0,705756,798000,2,2,0
32,2,0,663108,955236,0,0,0
25,1,0,713364,828672,0,0,0
24,1,0,699108,902376,0,0,0
27,1,0,778584,1212000,0,0,0
34,1,0,784584,906000,6,4,0
29,2,0,556188,837480,0,0,0
40,2,0,627636,776424,2,0,0
48,2,0,663108,885624,6,5,0
50,2,0,1040208,1553568,9,3,0
39,1,0,476808,900072,12,4,0
25,2,0,591636,858888,0,0,0
24,2,1,725040,1037676,2,2,0
43,2,0,597156,850356,0,0,0
47,2,0,699108,911448,0,0,0
36,1,0,871404,1199940,3,0,0
45,2,0,944232,1318800,5,0,0
30,2,0,734556,847104,6,3,0
33,2,0,925812,1276800,0,0,0
38,2,0,496128,600000,0,0,0
26,2,1,629736,848376,0,0,0
40,2,0,1003032,1359864,4,0,0
27,1,0,876276,1199412,3,0,0
28,2,3,599136,1138056,0,0,0
46,1,0,651108,751224,7,2,0
33,1,3,748956,997476,22,5,0
43,1,0,468708,742908,0,0,0
41,1,0,517128,664044,4,4,0
47,2,0,742404,888420,3,2,0
27,1,0,638400,885996,0,0,0
33,1,2,1117260,1346880,6,2,0
30,1,0,555600,786600,0,0,0
43,2,0,699108,837888,17,7,1
26,2,0,633636,866784,6,5,0
44,1,0,407268,749172,3,3,0
49,1,4,633036,735924,18,7,0
47,1,0,755364,906000,2,2,0
34,1,0,400092,571440,0,0,0
33,1,0,772428,914676,2,2,0
32,2,0,327000,894000,0,0,0
38,2,0,667908,813828,0,0,0
28,1,0,574188,695076,0,0,0
31,1,0,806028,1037304,0,0,0
44,1,0,609636,761412,2,2,0
43,2,0,711108,847200,12,4,0
27,1,0,603156,873276,2,2,0
24,1,1,498468,727704,0,0,0
27,1,0,791628,920028,0,0,0
45,1,1,612936,908148,10,4,0
50,2,0,639636,751152,2,0,0
45,1,0,370728,779916,2,2,0
38,2,0,655188,1131336,2,2,0
32,1,0,884604,1286400,5,4,0
37,2,0,342348,1008900,6,4,0
33,2,0,647508,866808,0,0,0
40,1,0,636036,808236,3,2,0
47,2,0,532188,1458000,2,0,0
42,2,0,584136,791676,2,2,0
32,1,0,680508,908544,3,2,0
35,1,0,675756,824400,0,0,0
43,1,2,607236,788436,3,2,0
46,1,0,653508,821856,0,0,0
26,1,0,603636,771492,0,0,0
37,2,0,348840,790164,3,0,0
36,1,0,556188,687900,6,5,1
45,2,3,431268,797196,3,2,0
32,1,0,645636,752112,2,2,0
46,1,0,525528,758928,4,2,0
26,2,0,1031652,1435440,0,0,0
46,2,0,625992,749472,0,0,0
36,1,0,748620,898896,4,2,0
36,2,0,699084,832056,0,0,0
36,2,0,648156,754716,0,0,0
28,2,1,914952,1290600,0,0,0
27,2,0,782028,1278636,0,0,0
45,1,0,559236,745944,22,5,0
26,1,0,840204,1037460,2,0,0
48,2,3,868404,1197852,0,0,0
34,2,0,568188,881592,0,0,0
42,2,0,556188,700728,7,6,0
31,2,0,630036,837600,0,0,0
27,1,0,693108,864612,0,0,0
33,2,1,909012,1250016,0,0,0
42,2,0,669756,784416,2,0,0
40,1,1,586836,1746888,0,0,0
28,2,1,437268,917088,0,0,0
44,1,1,442524,718800,5,2,0
49,2,0,809028,977340,3,0,0
42,2,1,552036,819600,0,0,0
44,1,0,670644,778620,0,0,0
45,2,0,568188,765708,0,0,0
29,2,1,539616,1098852,0,0,0
28,2,0,713364,784500,0,0,0
25,2,1,654156,1084200,0,0,0
41,2,0,667908,810072,0,0,0
26,2,0,768492,984240,0,0,0
34,2,4,425268,769428,0,0,0
23,1,0,654168,950136,0,0,0
42,1,0,734556,1093788,4,3,0
33,1,0,668088,1145124,0,0,0
46,2,0,418656,804456,3,2,0
45,2,0,808584,943656,0,0,0
36,2,1,707364,936936,0,0,0
36,2,0,413268,592752,0,0,0
36,1,0,725796,909036,3,2,0
47,1,1,655908,876672,0,0,0
50,2,0,652476,839076,5,4,0
37,2,0,404628,542400,0,0,0
26,1,1,399408,924180,0,0,0
30,2,0,716556,1077000,6,2,0
27,2,1,526920,801012,0,0,0
49,1,0,997968,1354800,10,6,0
38,2,1,655668,833460,0,0,0
35,2,0,681420,837720,0,0,0
47,1,0,758556,922800,3,2,0
30,1,0,655308,857640,0,0,0
28,2,0,586188,858756,0,0,0
31,2,0,568188,899616,0,0,0
30,2,3,701364,883368,0,0,0
45,2,1,520728,726240,4,4,0
30,1,0,784584,1157076,0,0,0
43,2,0,913560,1099392,2,2,0
37,1,0,407568,819708,3,3,1
27,1,0,639636,832404,3,3,0
25,2,0,742164,840084,0,0,0
48,2,0,550188,779688,3,2,0
27,2,0,681108,828240,0,0,0
25,1,0,679584,864012,0,0,0
31,2,0,467268,813840,0,0,0
28,2,0,600684,855612,0,0,0
46,2,0,711108,873624,0,0,0
36,2,0,953880,1483344,0,0,0
25,1,0,757920,906480,0,0,0
28,1,3,576540,836568,0,0,0
26,2,1,674268,1053900,0,0,0
33,1,0,767364,980292,5,4,0
26,2,0,933012,1207956,0,0,0
34,2,1,553740,720600,0,0,0
46,2,0,702564,809016,3,3,0
44,2,0,782028,1090800,16,7,0
38,1,0,525528,833616,8,3,0
35,1,0,382608,800880,0,0,0
42,1,1,604308,901848,0,0,0
25,1,1,849804,1107900,0,0,0
23,1,0,725220,895368,8,3,0
28,1,0,243288,797592,4,2,0
25,1,0,1133880,1452000,0,0,0
44,1,0,600936,695208,37,9,0
35,1,0,719364,861600,0,0,0
37,2,0,696156,1005564,0,0,0
33,2,0,582036,1163784,0,0,0
29,1,0,341628,783900,4,3,0
47,1,0,725436,900936,7,2,0
27,1,0,653508,902976,2,0,0
38,1,0,425268,816000,0,0,0
28,1,0,556188,741120,3,2,0
32,2,0,559788,737052,3,2,0
35,1,0,586848,764664,0,0,0
46,1,0,738360,1005696,0,0,0
31,2,1,802584,1113360,0,0,0
32,2,0,725364,925044,0,0,0
30,1,0,665868,889332,0,0,0
29,1,0,645636,825600,0,0,0
47,1,3,688356,1000800,0,0,0
34,1,0,562188,697248,5,5,0
27,1,0,707508,896808,0,0,0
45,1,0,526728,1191600,3,3,0
27,1,0,443268,782172,0,0,0
39,2,0,542748,614076,0,0,0
44,2,0,592188,717516,0,0,0
35,2,0,678108,896136,4,3,0
39,2,0,592188,867540,6,3,0
41,2,0,737364,858528,0,0,0
47,1,0,767364,1117200,11,3,0
39,2,0,757764,858492,0,0,0
48,1,0,794028,900000,5,2,0
23,1,0,639636,834732,0,0,0
30,2,0,648936,773352,3,2,0
42,1,0,612036,744000,4,0,0
29,2,0,602916,893328,0,0,0
22,1,0,865476,1263492,0,0,0
47,1,0,499728,842904,0,0,0
32,1,0,642636,748344,0,0,0
50,2,0,711108,805452,9,3,0
44,2,0,603636,794412,0,0,0
40,2,0,585636,905520,0,0,0
28,2,1,731364,845508,0,0,0
49,1,0,820584,1012800,2,0,0
42,2,0,582588,776400,0,0,0
32,2,0,675108,774276,2,2,0
44,1,0,359808,876000,7,4,0
26,2,0,521148,917916,0,0,0
35,1,0,550188,1055736,8,3,0
49,2,1,674556,932772,6,4,0
48,2,0,455268,756888,0,0,0
31,1,0,496044,705900,0,0,0
46,2,0,966072,1453356,0,0,0
30,2,0,636936,940500,0,0,0
44,1,0,526728,841680,9,6,1
45,1,0,627636,830652,4,3,0
30,2,0,580740,755280,0,0,0
40,2,0,654156,773532,0,0,0
26,2,0,687108,1067400,0,0,0
46,2,0,760356,897648,7,4,0
36,2,0,632436,810504,0,0,0
26,1,2,581988,875196,3,3,1
34,2,0,831564,1056120,9,4,0
33,1,0,738516,1095600,2,2,0
26,1,0,464868,832452,0,0,0
41,1,0,849804,1172220,0,0,0
42,1,0,1023828,1437720,11,6,0
41,1,0,615636,763812,0,0,0
48,2,0,584988,780144,0,0,0
47,2,0,630936,870492,0,0,0
50,2,0,524520,717156,4,3,0
50,1,0,484728,699732,2,0,0
27,2,0,636936,774720,0,0,0
33,1,0,474768,693276,4,0,0
42,2,0,825804,1515240,0,0,0
40,1,1,625236,831636,6,5,0
46,2,0,861804,1135812,0,0,0
23,1,0,613236,825168,0,0,0
35,2,0,469668,849264,2,0,0
42,1,0,669108,800280,11,7,0
38,2,0,778584,996228,0,0,0
30,2,0,675108,863004,0,0,0
42,1,0,580188,749724,0,0,0
32,1,0,769944,921600,0,0,0
34,2,0,648156,752268,2,2,0
46,1,0,615636,806412,0,0,0
33,2,0,668208,1135008,0,0,0
34,1,0,663108,797148,8,0,0
31,1,0,338748,473352,0,0,0
30,2,0,626136,773808,2,2,0
26,1,0,624036,758484,4,2,0
37,2,0,418800,838704,0,0,0
44,2,0,589188,762960,2,2,0
43,2,0,678948,958632,0,0,0
41,2,0,825384,993288,2,0,0
41,2,0,655116,809724,0,0,0
44,1,0,677172,777084,0,0,0
29,2,0,704484,928380,0,0,0
45,2,3,721764,1039524,0,0,0
43,1,0,639636,796320,0,0,0
39,1,0,661908,816876,0,0,0
25,1,0,642036,821724,2,0,0
27,1,0,616596,816000,0,0,0
30,1,0,544188,886800,8,5,0
35,1,0,708636,891312,0,0,0
30,1,0,514728,794844,0,0,0
47,2,0,433668,592680,0,0,0
28,1,0,673068,832236,0,0,0
47,1,0,746556,1053192,2,2,0
41,2,3,861804,1237992,0,0,0
33,1,0,853476,1158000,0,0,0
38,2,0,663108,762600,0,0,0
46,2,0,654156,889740,0,0,0
48,2,0,679524,1100292,3,2,0
41,2,2,480864,830448,24,8,0
29,2,0,621636,801876,0,0,0
38,2,0,725364,933132,3,3,0
28,1,0,837600,1003200,0,0,0
23,1,1,879012,1239408,0,0,0
42,2,3,422724,765516,0,0,0
25,1,0,808764,1076832,0,0,0
39,2,0,648156,918600,0,0,0
35,2,0,964236,1362660,0,0,0
31,1,0,594036,909036,0,0,0
47,1,0,668700,797160,13,5,1
48,2,0,705108,960000,0,0,0
47,1,0,724824,867600,0,0,0
28,1,0,621636,858000,0,0,0
42,1,0,592188,948000,2,2,0
46,1,0,603636,776316,5,5,0
29,1,0,699756,912264,4,4,0
26,2,0,772584,1173588,0,0,0
44,2,0,631836,843600,2,2,0
29,2,0,380520,500520,0,0,0
46,1,3,494808,901056,3,3,0
34,1,0,359808,505200,0,0,0
44,2,0,658236,816432,3,0,0
32,1,1,449268,750636,0,0,0
40,2,0,627636,840696,2,0,0
36,1,0,601236,792936,0,0,0
27,1,0,330348,888000,0,0,0
40,1,0,514728,819600,0,0,0
26,2,0,962232,1334472,0,0,0
46,1,0,719364,831276,0,0,0
47,1,0,577740,774000,0,0,0
36,1,0,708156,887568,2,0,0
46,2,0,807228,1142952,0,0,0
36,2,0,822984,950952,0,0,0
47,1,0,753600,960000,0,0,0
28,2,0,413268,973200,0,0,0
36,1,0,636036,850200,4,2,0
42,2,0,771384,939588,31,15,0
30,1,1,644436,751728,0,0,0
46,1,0,831132,1012800,0,0,0
44,1,0,571740,734844,0,0,0
29,2,0,615636,853320,0,0,0
43,1,0,580188,828000,0,0,0
45,1,0,721272,864000,0,0,0
26,1,1,1144704,1508640,0,0,0
40,2,0,672708,806160,5,5,0
32,1,0,711108,852000,0,0,0
35,1,0,600036,774312,4,2,0
40,2,0,472728,648276,0,0,0
37,2,0,702252,963852,0,0,0
36,2,0,624936,752940,3,2,0
44,2,0,740556,889752,7,4,0
33,1,0,690156,886668,2,2,0
47,2,0,710484,882540,4,3,0
37,1,0,667908,815916,4,3,0
38,2,0,864204,1021752,0,0,0
37,2,0,730812,877788,4,3,0
31,1,0,612636,801900,0,0,0
26,1,0,846204,1162716,0,0,0
27,2,0,651156,852000,6,5,0
33,2,0,930612,1268880,5,3,0
41,1,0,619944,730140,20,3,0
38,2,0,770028,998664,0,0,0
33,2,3,544668,822252,3,3,0
37,2,0,619236,820920,0,0,0
32,1,0,563616,834300,0,0,0
40,2,1,577620,815508,0,0,0
33,2,0,621636,805776,6,5,0
40,1,1,694956,840732,5,4,0
37,2,0,659868,881040,2,2,0
26,1,0,591636,768276,0,0,0
40,1,0,572988,813612,10,5,0
27,1,0,690216,830412,0,0,0
29,2,0,449268,810840,0,0,0
47,2,0,832476,1148100,2,2,0
36,2,1,663756,914940,0,0,0
37,2,0,485928,869052,0,0,0
34,1,0,731364,834504,4,3,0
47,1,0,556140,968400,0,0,0
35,1,0,761364,936000,0,0,0
39,1,0,270888,842460,0,0,0
27,1,0,515988,851520,2,2,0
45,2,0,673524,838620,0,0,0
43,2,0,553332,647664,0,0,0
46,2,0,434700,546240,30,6,0
42,2,0,710556,947400,8,0,0
35,1,1,558948,809208,4,3,0
35,1,0,609636,709572,6,4,0
47,1,0,697908,885696,3,3,0
29,2,0,767364,922212,0,0,0
28,2,0,727764,942000,2,2,0
47,1,0,572988,824460,4,2,0
46,1,0,574668,925704,9,4,0
28,1,0,627636,759516,0,0,0
38,1,0,541740,651912,3,3,0
34,1,0,716556,932256,8,5,1
49,1,0,633336,816276,6,3,0
25,1,0,734556,864168,0,0,0
24,1,0,632436,882384,0,0,0
37,2,0,731196,1087800,2,2,0
38,2,0,746556,889752,9,3,0
38,1,0,457008,889044,4,4,0
39,1,2,686292,896076,0,0,0
29,2,0,714000,824016,0,0,0
40,2,1,596136,972672,5,5,0
27,2,0,413268,837792,0,0,0
46,1,0,684708,870852,3,0,0
34,1,1,588036,788508,5,4,0
48,1,0,956232,1080000,26,2,0
47,2,1,544188,783048,5,4,0
40,1,0,379932,775536,8,2,0
45,1,0,743364,866328,0,0,0
29,1,0,562188,676440,0,0,0
26,2,1,707004,1035900,0,0,0
23,1,0,645636,804000,0,0,0
36,1,0,458868,831264,0,0,0
34,2,0,758556,960000,0,0,0
28,2,0,321288,791328,0,0,0
45,2,0,667908,879696,0,0,0
36,2,0,740964,931200,0,0,0
32,1,0,504168,717168,7,3,0
27,2,0,636936,881592,0,0,0
23,1,0,461268,702000,5,4,0
36,1,0,627636,862800,3,2,0
36,2,0,669756,762744,4,4,0
24,2,0,660156,928680,0,0,0
45,2,0,692556,789996,10,4,0
27,2,0,611352,993144,0,0,0
37,1,0,885876,1106412,17,12,0
45,2,0,481128,742500,0,0,0
37,2,0,812184,982152,13,3,0
49,2,1,657108,832368,17,7,0
40,1,0,708996,894072,0,0,0
39,2,0,552588,784848,2,0,0
36,2,0,759684,883392,7,4,0
31,1,1,673908,1026276,11,7,0
50,2,0,494328,707424,4,3,0
49,1,0,618936,810000,2,2,0
37,2,0,696156,851076,0,0,0
36,2,0,881412,1169652,6,6,0
31,2,2,657108,752112,0,0,0
37,2,0,662916,895608,4,2,0
30,1,0,814584,1121124,0,0,0
31,1,0,625224,845184,4,2,0
32,2,0,383808,536160,0,0,0
29,1,0,529740,673392,7,4,0
43,2,0,660156,844332,7,4,0
46,1,0,722556,823500,2,0,0
46,1,0,246888,694968,0,0,0
47,2,0,788028,1074132,5,3,0
33,2,0,642588,817464,7,2,0
41,2,0,639636,889752,21,3,0
37,2,0,767784,877932,14,6,0
45,2,0,940632,1290960,0,0,0
27,1,0,559560,900024,0,0,0
24,2,3,556284,816096,0,0,0
38,2,0,600936,788436,0,0,0
42,2,0,598536,726396,16,6,0
28,2,0,814584,1056000,3,2,0
37,2,0,536424,737676,3,3,0
48,1,0,609636,817584,3,0,0
31,2,0,818028,1164960,5,4,0
31,1,0,879684,1044000,3,2,0
47,2,0,609636,955572,2,2,0
28,2,0,568188,799980,0,0,0
28,2,3,438732,859704,0,0,0
44,2,1,600936,764388,7,5,0
24,1,0,613236,990816,0,0,0
31,2,1,594804,817992,0,0,0
41,2,0,727764,948000,0,0,0
26,2,0,600936,838800,0,0,0
27,1,0,749412,902856,0,0,0
38,2,0,758964,864000,0,0,0
25,1,0,926088,1387320,0,0,0
42,1,0,595236,818592,0,0,0
35,2,1,624936,1093464,7,4,0
28,1,0,757788,1092420,0,0,0
35,1,0,679908,870012,3,3,0
45,2,0,750156,926484,5,2,0
28,2,0,722556,839676,4,3,0
47,2,0,735168,876012,0,0,0
47,2,1,425268,782796,0,0,0
42,1,0,689532,817044,0,0,0
45,2,0,719676,935544,4,2,0
35,1,0,568188,838512,0,0,0
42,1,0,607716,772572,2,2,0
47,2,0,520728,735300,0,0,0
40,2,0,449700,783360,0,0,0
34,2,0,471300,658812,0,0,0
37,2,0,597636,815280,2,0,0
43,2,0,731364,908508,0,0,0
26,1,0,595896,763068,0,0,0
26,1,0,592188,800364,0,0,0
38,2,0,583824,800400,4,0,0
36,2,0,424320,752520,16,8,0
32,2,1,648156,859548,3,2,0
44,2,0,532188,742680,0,0,0
24,1,0,640836,795240,0,0,0
50,1,1,719436,1185048,0,0,0
35,2,0,603636,821688,7,3,0
27,2,1,763860,940320,0,0,0
35,2,2,790584,1476540,2,2,0
27,2,0,737364,952392,0,0,0
30,1,0,859476,1032000,3,2,0
30,1,0,580188,794400,0,0,0
41,1,0,724956,829692,2,2,0
45,2,0,342348,806352,0,0,0
49,2,1,737604,903048,0,0,0
41,1,0,784584,988152,2,2,0
24,1,0,508728,920856,0,0,0
37,1,0,699708,930948,9,5,0
30,2,0,627636,871500,0,0,0
44,1,3,638436,1168104,3,2,0
41,2,1,586452,778356,0,0,0
27,1,0,711840,903840,0,0,0
28,2,0,622536,807840,0,0,0
42,1,0,612936,697128,0,0,0
41,1,0,354348,777600,0,0,0
43,2,0,651600,743916,2,0,0
33,1,0,669108,886860,6,6,0
28,1,0,808584,1440000,2,0,0
32,1,0,819384,1259052,0,0,0
29,1,0,709908,863964,4,0,0
49,2,0,461268,719964,0,0,0
26,1,0,1019868,1384596,0,0,0
26,2,0,645636,898500,0,0,0
33,2,0,496728,892116,2,2,0
31,2,0,592464,868584,2,2,0
30,1,2,719052,1061028,6,4,0
49,2,1,696144,857016,8,4,0
50,1,0,672156,859836,16,4,0
29,2,1,678156,848172,0,0,0
31,1,0,739764,1046112,0,0,0
29,2,1,843804,1154760,6,2,0
46,2,0,595236,732612,0,0,0
29,2,0,580188,896400,3,2,0
34,1,0,840204,960480,14,4,1
35,2,1,762132,1183548,0,0,0
29,1,0,642036,735732,3,3,0
32,2,0,627636,798096,3,3,0
29,2,0,735264,913680,14,7,0
40,2,0,418068,772572,3,2,0
25,1,0,790428,1026000,0,0,0
35,1,0,603636,825144,0,0,0
45,2,0,830028,1133508,2,0,0
24,1,0,661908,799212,0,0,0
44,1,2,688236,894516,8,5,0
28,2,0,401808,918156,0,0,0
31,2,0,883476,1021104,2,2,0
27,1,0,689532,799476,0,0,0
44,1,0,722556,840000,15,3,0
41,2,0,600936,763860,0,0,0
44,2,0,580188,813192,3,3,0
42,2,0,645756,829968,0,0,0
46,1,0,737496,889572,0,0,0
30,2,0,830028,1064400,0,0,0
35,1,0,770556,941352,0,0,0
42,2,0,779784,1029924,0,0,0
27,1,0,635496,790560,0,0,0
45,2,0,687396,821256,0,0,0
36,2,1,568188,808080,5,4,0
37,1,0,1155000,2020092,3,0,0
40,2,1,674520,812484,0,0,0
29,2,1,623736,849240,0,0,0
33,1,0,623028,1005708,0,0,0
40,2,1,501876,787356,0,0,0
28,2,0,699108,934176,2,2,0
30,1,0,663108,788652,8,6,0
30,1,0,698556,863832,0,0,0
37,1,0,778584,924000,3,0,0
32,1,0,556188,846000,4,3,0
42,1,1,719364,852624,0,0,0
30,1,3,648864,836172,0,0,0
24,2,0,639636,947268,0,0,0
41,2,0,484728,912696,0,0,0
26,1,0,463068,877212,0,0,0
35,2,0,651108,952008,0,0,0
37,1,0,536988,862812,23,8,1
30,2,0,615624,807840,0,0,0
41,2,0,417300,584712,0,0,0
41,1,0,461268,763200,5,3,0
27,1,0,473292,789252,0,0,0
24,1,0,791784,903360,0,0,0
28,1,0,591636,808080,0,0,0
42,2,0,830028,984780,0,0,0
27,2,0,624936,841476,0,0,0
31,2,0,597636,904800,0,0,0
31,1,0,909012,1392000,5,3,1
40,2,0,559272,702348,0,0,0
35,2,0,855804,1269072,2,2,0
36,2,0,443268,743292,3,3,0
25,1,0,748764,906000,0,0,0
50,2,0,991032,1494000,0,0,0
42,2,0,705108,984000,3,3,0
36,2,0,1168680,1920000,5,2,0
29,2,0,318348,963024,0,0,0
44,2,0,873804,1209708,0,0,0
36,1,0,461268,792000,0,0,0
45,1,1,638760,786000,3,3,0
45,2,0,764556,1172772,6,5,0
30,2,0,1134060,2094864,2,0,0
