,Unnamed: 0,Monthly_Inhand_Salary ,Accounts of user,Credit cards user have,Interest Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Utlization Ratio,Credit Inquiries,Cumulative Balance,Cash Flow,Credit Score
3712,3712,4790.7525,8,9,31,5,33,21,21.24,3403.79,184.5228379,94.78031707,449.772095,94,13,3108,2619,Standard
196,196,2651.8625,5,4,14,7,29,9,25.8,523.56,96.72128021,106.2992268,342.165743,75,14,4700,1305,Best
3048,3048,1273.1875,8,8,29,5,31,20,4.8,1426.76,33.76738648,116.134403,247.4169605,96,11,3691,2206,Standard
6280,6280,7591.623333,8,6,797,4,30,18,11.79,1323.08,168.5631183,414.8551952,455.7440199,75,15,4239,685,Best
6501,6501,2048.513333,8,7,16,3,24,19,11.29,1058.31,33.05879163,164.5990658,287.1934759,70,8,2831,1703,Best
6457,6457,2844.2875,7,6,13,5,20,14,16.78,1497.12,135.1026903,120.2944558,279.0316039,80,18,3897,766,Best
7388,7388,3425.4,8,7,14,4,16,10,9.08,1598.33,122.8290881,308.753144,190.9577678,74,11,2335,708,Best
5698,5698,2281.2925,8,1143,9,3,25,23,15.13,176.43,52.94422187,99.43510746,335.7499207,74,18,4294,2002,Best
6597,6597,1744.853333,6,6,11,5,26,8,11.98,703.21,65.91462582,17.69167786,330.8790297,79,17,4997,774,Best
6410,6410,1035.49125,6,7,3,1,20,8,7.71,1152.71,6.981993019,94.41520986,272.1519221,70,19,2382,147,Best
6767,6767,6851.3,4,3,17,5,5,15,13.62,353.75,207.993083,512.0128802,255.1240368,87,16,3671,1550,Best
6922,6922,4463.01,10,6,2782,5,33,25,4.45,4331.18,202.3929121,503.9538489,29.95423901,77,15,4661,4998,Best
1684,1684,4626.993333,4,5,7,1,0,1,8.07,949.65,25.65855794,441.2238209,285.8169545,86,0,2874,4499,Good
3120,3120,3424.913333,4,6,10,2,9,14,0.58,530.04,39.96049353,261.2689743,331.2618655,98,19,4008,4505,Best
6869,6869,538.4705834,10,7,32,5,26,16,15.12,3235.52,49.80484887,52.33469986,258.3053262,71,18,4988,2141,Best
6107,6107,5189.795,5,6,3,3,1,11,8.26,1248.25,159.7070424,126.3628784,472.9095792,70,19,3332,4107,Best
1108,1108,2559.818333,3,4,11,4,27,19,17.74,1042.61,92.11623116,180.4322147,273.4333874,72,18,4026,1811,Best
5751,5751,3442.304167,5,1,2,1,3,6,3.32,279.17,32.80100638,148.3824947,453.0469156,76,5,1904,3414,Best
2641,2641,1817.065833,6,8,18,4,25,7,7.12,1755.06,48.50360251,76.67940086,316.52358,96,11,1053,2915,Standard
6272,6272,4639.9625,10,7,22,-100,18,20,19.95,2322.34,74.48357848,600.365199,79.14747252,78,17,1221,1426,Best
4173,4173,5880.143333,10,6,23,9,39,24,24.87,4156.67,295.0360095,160.8307349,392.1475889,99,18,1064,4130,Standard
5763,5763,4197.8725,9,7,24,8,49,21,16.47,3403.23,270.2026196,113.9376065,285.6470238,70,15,2151,1676,Best
1535,1535,11888.19333,5,2,4,3,1,-3,4.67,1423.23,182.1604238,183.5420419,1073.116868,79,19,3914,1541,Best
6516,6516,3266.8875,6,3,19,3,13,16,10.77,420.06,52.51752166,181.7279052,372.4433231,71,1,4630,3966,Best
4914,4914,6038.026667,4,4,5,2,5,1,7.95,240.64,109.8958619,59.65528575,674.251519,72,12,1285,4525,Best
4153,4153,3191.181667,5,5,32,7,23,13,10.07,1309.82,127.4156814,116.3457069,335.3567783,89,15,3343,3303,Standard
7458,7458,2962.049167,4,3,1,1,3,9,4.11,1286.4,29.05427308,292.0400967,255.1105469,80,18,3139,360,Best
6912,6912,4683.505,7,8,30,6,59,19,6.26,1621.31,277.4881515,255.6710225,215.191326,76,5,1372,677,Best
2745,2745,2398.818333,6,6,11,-100,16,13,7.79,1079.72,82.27811008,52.05426393,345.5494593,73,16,1728,1889,Best
4135,4135,1217.843333,3,7,10,3,5,3,7.57,15.43,35.38755485,60.54977708,315.8470014,81,9,2138,633,Standard
6399,6399,1373.576667,7,8,19,5,40,16,3.08,3600.06,65.19760799,10.79588341,301.3641753,97,18,2162,4151,Best
7356,7356,9022.5875,6,56,18,3,22,14,3.27,1149.16,206.5762706,578.4147903,397.2676891,72,16,1362,4217,Best
2737,2737,1930.788333,8,3,18,2,9,17,15.81,1135.43,27.04554741,156.9682014,279.0650845,74,7,4032,947,Best
1065,1065,1240.975833,9,8,23,3,54,16,20.0,1696.82,24.93505007,67.26141194,301.9011213,97,7,1590,112,Standard
4585,4585,1563.924167,9,9,22,7,32,16,16.51,2677.04,89.23930823,192.1592079,164.9939006,71,17,4634,2910,Best
3631,3631,5881.293333,6,7,21,5,44,22,9.61,1803.68,287.6237921,231.1561752,319.3493661,81,7,3774,4965,Standard
683,683,1688.405833,8,4,18,4,4,17,9.32,1127.57,57.36421101,212.8475866,188.6287857,76,18,4985,4266,Best
335,335,5382.748333,4,5,12,2,29,15,18.78,89.62,69.10085253,528.334993,230.8389878,75,14,1520,3376,Best
953,953,2899.384167,4,4,1,4,30,10,3.37,1404.06,100.9154077,39.35478893,399.66822,83,8,4704,491,Standard
6432,6432,4918.945,7,7,15,5,30,20,21.51,3419.72,172.247456,181.8115875,397.8354566,85,15,2521,1773,Best
7343,7343,1343.797083,4,6,9,4,15,10,6.67,578.31,40.14952903,145.2188603,239.011319,71,17,2405,1749,Best
282,282,2582.813333,7,1163,5,1,16,10,4.32,1237.46,22.68817758,236.8815961,288.7115597,71,12,3851,3925,Best
6162,6162,3211.19,2,6,5,2,1,4,0.53,775.54,61.36280292,56.25446375,453.5017333,73,18,4732,4399,Best
2395,2395,1112.0925,6,9,24,6,59,21,20.61,3491.37,46.06385913,61.55270747,263.5926834,81,10,2356,1090,Standard
4634,4634,2278.35,4,7,10,1461,11,19,8.3,1109.03,10.83592887,175.235003,331.7640681,79,19,1629,3562,Best
4129,4129,1268.8,5,10,27,5,15,13,11.66,2004.47,35.28391361,108.6472163,272.9488701,88,12,2304,281,Standard
301,301,1851.335,4,3,6,3,9,6,1.31,399.92,25.58028082,50.96786774,358.5853514,85,4,4992,3533,Good
3343,3343,6396.33,8,5,20,4,42,24,6.73,2062.79,138.2606062,202.7452732,548.6271206,93,15,4645,4443,Standard
6417,6417,4986.91,6,6,6,4,7,9,10.97,1045.77,208.225952,97.78486478,432.6801832,75,18,3723,2824,Best
1802,1802,2473.911667,6,6,34,3,26,24,7.16,1693.64,44.81642047,318.349039,174.2257072,76,19,2926,4077,Best
4041,4041,9027.048661,4,3,9,2,15,6,0.97,584.61,1120.378691,735.8487119,417.0739369,96,0,4579,2733,Good
4837,4837,7015.97,6,4,16,1,25,12,21.49,1466.97,56.76375399,245.7218214,649.1114246,78,13,2312,2000,Best
3405,3405,6088.586667,1,1,10,3,5,7,9.85,498.61,121.9179145,287.3545656,459.5861865,93,6,1031,858,Good
2794,2794,5212.776667,4,1127,7,3,16,15,11.71,1441.44,120.8504403,158.6249323,491.8022941,76,13,2667,1258,Best
5471,5471,2356.328333,3,6,17,3,30,12,16.77,238.37,58.4544176,42.8288499,374.3495658,79,15,2299,4365,Best
5087,5087,6883.743333,5,3,14,1,17,14,4.2,1069.89,55.83916081,157.6507898,714.8843827,73,19,4757,497,Best
6255,6255,2147.795833,3,3,19,1,5,16,7.37,43.28,67127.0,72.95969661,418.6486861,88,17,4529,530,Best
3645,3645,6094.433333,3,5,12,2,12,15,9.52,95.23,84.48929614,355.6629974,429.2910398,78,19,1742,3443,Best
5298,5298,5581.1625,7,4,17,3,27,17,16.59,574.55,134.7539416,118.0717561,545.2905523,71,18,4770,989,Best
618,618,2252.204167,3,5,5,1,5,19,9.72,1092.55,16.75670654,205.5976543,272.8660558,81,16,1300,4906,Best
1298,1298,5393.1925,9,8,20,7,40,18,1.79,4073.62,284.9829196,374.9058935,149.4304369,81,13,3610,3814,Standard
6992,6992,7886.52,3,3,13,1,9,13,19.79,482.88,72.4602111,223.2239756,742.9678133,74,13,2207,3555,Best
2218,2218,1561.5775,5,6,20,1,28,20,11.41,313.06,9.878117784,72.97256737,363.3070648,76,16,1894,2217,Best
5095,5095,861.72875,3,5,6,7,27,17,15.99,343.41,36.62937698,30.77363547,308.7698626,70,17,2049,1975,Best
1068,1068,1209.963333,6,5,29,6,29,20,21.63,3154.07,58.21119197,90.40271615,262.3824252,85,17,2357,390,Best
2092,2092,1447.354167,4,7,12,2,5,14,10.34,1029.41,19.37172239,118.6080423,286.755652,70,14,4870,4245,Best
4392,4392,5144.873333,7,7,27,6,31,24,19.31,3556.71,257.1831074,212.6114946,304.6927314,84,18,3302,1537,Standard
1123,1123,1581.750417,3,3,10,4,6,11,1.22,919.98,38.11255604,66.86274959,313.199736,93,1,1386,1409,Good
828,828,1313.485833,831,8,23,2,49,14,12.39,2271.53,20.30880921,103.2465967,297.7931774,88,14,3276,1497,Standard
3153,3153,1195.189167,4,3,13,3,11,16,9.79,1334.81,42330.0,22.72158937,335.3885917,74,16,4033,3346,Best
71,71,3622.186667,3,3,18,1,11,8,8.97,1233.1,30.57608482,108.6234469,493.019135,79,17,2840,3061,Best
2964,2964,5861.265,0,3,9,4,14,0,-1.39,1340.31,131.3483116,546.1978568,188.5803316,71,14,2538,1810,Best
7482,7482,7336.866667,1135,4,15,4,27,16,10.25,156.11,210.5760447,194.9692205,598.1414015,86,18,2552,224,Best
7551,7551,14302.17333,5,5,6,1,19,3,4.7,700.71,98.71209749,358.0948435,1213.410392,71,14,3460,3341,Best
7532,7532,3758.908333,3,6,15,4,8,18,16.51,314.58,100.4080447,63.88458253,451.5982061,84,19,3779,942,Best
4144,4144,938.475,7,6,29,3,11,17,16.62,2243.41,15.01610936,0.0,312.661125,85,16,1682,1816,Standard
5242,5242,2935.091667,4,6,5,4,13,8,1.17,527.39,97.64015886,34.79754551,401.0714623,71,15,3482,1918,Best
7099,7099,5679.865,0,4,12,3,1,0,11.9,918.89,78333.0,632.3290549,94.18527239,76,15,3301,1695,Best
4693,4693,3851.63,5,5,13,4,15,10,14.2,263.56,106.8676993,405.2163795,163.0789213,71,9,2859,884,Best
4841,4841,1864.174167,4,6,6,3,0,1,9.27,1084.12,31.81502403,20.59098315,374.0114095,72,11,3721,1499,Best
1943,1943,1164.142917,4,3,15,1,5,13,11.02,355.39,8.733919706,69.87298303,327.8073889,70,14,4523,2406,Best
2607,2607,1095.0725,6,5,7,3,24,16,10.77,1227.03,10001.0,47.15286342,305.8574145,75,15,1648,4309,Best
638,638,1859.7075,0,4,8,1,3,3,9.09,1118.37,8.821659719,141.0747127,326.0743775,79,17,4950,2717,Best
6623,6623,7836.15,8,6,19,1,22,16,7.52,860.4,48.17164182,138.4903378,836.9530203,75,15,2909,3574,Best
5755,5755,794.5458333,10,6,31,4,62,22,6.39,2096.83,18.36394527,41.7423777,279.3482604,70,17,2904,3706,Best
4169,4169,2624.730833,5,5,20,2,21,12,15.9,249.39,26.98874977,97.81480511,387.6695284,70,16,3634,1915,Best
3211,3211,7198.0325,7,5,5,7,29,19,19.61,1066.91,453.7034662,493.1325299,52.96725391,75,14,1399,2069,Best
2436,2436,3485.206667,4,7,2,1,29,16,2.65,1221.95,26.13018929,229.6318837,382.7585937,78,7,3819,2353,Best
4253,4253,3389.6075,2,3,4,3,22,7,10.45,1058.68,100.0228851,192.5315407,336.4063242,78,10,3493,2993,Standard
2302,2302,6540.426667,7,6,32,6,41,13,5.8,3056.29,240.7126201,242.4228766,420.90717,81,19,1945,3886,Best
5281,5281,2057.495,6,7,13,4,8,16,11.59,994.73,44.98950839,175.9298018,254.8301898,74,14,1887,4692,Best
1356,1356,1837.084167,3,7,3,2,14,9,1.37,1336.73,26.74670147,137.3523693,289.6093459,74,3,1026,114,Good
135,135,4091.9175,7,6,31,6,27,11,19.87,2253.95,156.0033117,66.93199535,426.256443,99,19,3816,442,Standard
5252,5252,1359.8225,5,6,13,2,14,8,-1.28,1203.17,16.03971008,85.17523257,324.7673074,85,16,4971,4014,Best
2573,2573,6254.006667,7,5,28,6,28,22,28.91,3881.25,311.8847455,149.8304026,403.6855186,73,15,2406,3817,Best
395,395,2890.841667,7,9,27,6,57,20,12.06,2362.68,158.6079272,184.5481873,215.9280522,85,13,2419,2268,Standard
1217,1217,4282.645,7,4,9,5,20,15,14.34,1286.68,147.0038704,342.694344,208.5662856,85,16,4637,4209,Best
7558,7558,3141.50214,7,8,15,6,58,21,5.01,1486.46,488.4043872,468.7240008,10.53647246,74,19,3465,2451,Best
2629,2629,2922.446667,9,5,18,3,27,15,4.38,2336.04,20510.0,130.4686461,354.3558248,95,9,2460,1888,Standard
7286,7286,10221.305,3,4,11,4,13,8,7.12,923.85,344.1815356,489.4492844,468.4996801,77,17,1907,112,Best
4730,4730,9095.0275,5,4,5,2,26,21,11.08,456.58,136.9409831,139.8255945,872.7361724,74,10,4650,2246,Best
5605,5605,4962.225,3,6,9,1,24,19,8.35,361.83,40.76317256,75.9322136,619.5271138,79,14,3803,2065,Best
7326,7326,7156.636667,5,7,8,2,10,5,2.53,1495.36,104.5772356,660.705759,220.3806721,71,15,2837,4113,Best
2015,2015,944.53125,9,5,25,9,49,20,5.8,1853.17,44.00521092,62.02130114,268.4266129,90,1,3700,4285,Standard
1744,1744,11655.85667,5,5,7,3,7,12,6.7,84.81,210.8243793,360.64173,844.1195574,93,2,3870,275,Good
5293,5293,2615.560833,8,4,11,-100,17,13,1.84,1484.42,69.33783255,65.00747844,397.2107723,72,17,4213,3924,Best
5231,5231,1013.603333,4,3,15,3,23,14,12.78,486.05,20.88719603,135.6603146,234.8128227,94,14,1306,213,Best
506,506,2625.371667,7,8,31,7,44,16,9.06,1286.07,141.7642823,161.1720578,219.6008266,90,10,2870,4082,Standard
6104,6104,657.1579167,3,6,20,4,17,15,11.32,70.46,21.45334054,53.08361369,271.1788374,89,14,4365,1363,Best
5194,5194,1909.123333,8,9,25,8,43,21,24.5,3341.62,119.736866,251.0780441,110.0974233,87,14,4357,1900,Best
1882,1882,393.69875,10,9,19,6,55,22,24.9,3918.55,27.19978741,23.4686968,278.7013908,82,17,1051,363,Standard
4309,4309,5734.64,3,6,19,2,5,10,13.57,529.91,94.6334265,38.88639115,679.9441823,73,17,1409,3433,Best
3529,3529,7797.873333,7,6,20,2,17,19,3.47,456.9,112.540852,58.74790279,848.4985786,72,19,2674,4667,Best
2261,2261,2429.5425,3,3,20,3,30,20,8.57,1277.91,64.91936303,54.05257491,383.9823121,74,17,4535,815,Best
3718,3718,2169.4,3,4,6,-100,-2,5,13.64,1147.59,19.43780868,184.7003784,302.8018129,92,6,3728,2926,Good
354,354,3357.971667,10,7,18,3,39,21,3.51,1950.62,60.3708284,34.14143378,481.2849045,92,11,4396,3256,Standard
2387,2387,4860.325,7,5,19,1214,36,19,26.39,3643.78,354.7672103,61.17522104,310.0900686,74,14,2219,3638,Best
2391,2391,1112.0925,6,9,24,6,59,22,20.61,3491.37,46.06385913,28.42791009,276.7174808,75,18,4563,3406,Best
6387,6387,4426.1625,6,3,29,4,16,15,15.19,2331.61,114.6320341,96.44460971,471.5396062,90,16,1737,528,Best
4464,4464,1468.891667,6,3,870,2,20,11,19.6,1137.33,20.29936912,64.06271635,322.5270812,96,11,2839,3070,Standard
5995,5995,745.4941667,10,5,32,5,44,25,17.14,3926.49,18.29494792,42.04495682,304.2095119,72,14,3578,4532,Best
672,672,573.3729167,6,7,16,7,16,18,16.6,2041.74,42.0997216,17.96458279,247.2729873,85,10,1556,1716,Standard
5017,5017,2718.155,1,5,3,-100,10,4,10.99,1400.6,16.78352528,182.5420172,362.4899575,79,17,1231,1257,Best
5323,5323,1686.796667,7,10,21,5,59,16,1.87,1790.93,38.6507601,63.66519172,326.3637148,74,15,1731,3999,Best
1189,1189,11587.81,5,5,13,4,10,14,18.65,477.41,385.6011848,415.636575,607.5432402,91,5,2974,1652,Good
141,141,3224.935,9,9,16,5,54,19,17.25,3119.6,133.4708452,96.09548178,342.927173,99,8,3508,4794,Standard
2000,2000,5489.9625,6,3,4,1,24,11,9.2,1049.75,49.23388829,201.6378653,548.1244964,75,17,4237,4485,Best
575,575,10514.2025,0,1,9,3,11,4,7.33,1197.33,168.0066864,945.3157293,218.0978343,91,0,1030,3098,Good
2580,2580,10430.60667,8,3,15,4,13,11,-6.2,1350.6,254.6043699,210.8533196,817.6029771,73,17,3925,2001,Best
3976,3976,931.0183333,9,5,26,7,52,19,4.07,2505.92,52.68936755,62.7687748,237.643691,89,11,2451,4818,Standard
7501,7501,1464.544583,4,5,19,7,21,17,16.17,1384.8,88.45540374,125.5259728,202.4730818,82,19,1328,4192,Best
5014,5014,7356.2525,7,3,12,2,7,19,16.36,1128.68,100.415822,148.8015243,736.4079038,77,16,1142,599,Best
3920,3920,4783.4125,10,8,18,5,56,18,25.88,3615.94,163.0827549,160.8426701,424.415825,88,10,2356,4724,Standard
4343,4343,8039.245,2,5,3,4,14,11,6.83,975.21,289.841054,160.7029201,603.3805259,78,17,3631,1539,Best
1454,1454,1350.884167,6,10,28,9,37,24,1.5,2072.63,78.14508468,47.15724897,299.786083,85,12,3346,3693,Standard
6115,6115,3335.886667,7,6,16,7,31,20,-2.82,1371.12,128.8067599,33.8040631,410.9778436,70,17,3885,3762,Best
6485,6485,3306.403333,7,10,23,8,33,24,0.4,1384.44,148.6647254,138.7142949,293.2613131,70,15,4603,2495,Best
2037,2037,1317.384167,3,4,6,4,24,14,9.05,393.05,42.07877621,83.86811132,265.7915291,92,0,2663,3537,Good
2832,2832,1603.301667,7,6,7,5,5,8,15.26,1266.84,43.64098887,96.53906249,280.1501153,73,14,3932,2077,Best
5718,5718,2006.291667,6,6,20,2,29,12,16.58,857.88,22.7722112,47.74555036,400.1114051,73,15,1501,281,Best
2379,2379,4453.13,7,6,15,7,60,18,2.0,3793.7,238.7902986,342.4667184,154.055983,80,11,3580,1172,Standard
2730,2730,3860.2225,7,5,20,6,40,23,6.56,3097.13,207.7121517,93.0214352,325.288663,88,11,4789,918,Standard
5930,5930,4739.288333,3,3,9,4,3,8,4.36,621.5,121.9673229,199.4037124,402.557798,74,14,1373,1601,Best
6660,6660,1419.192083,7,4,13,1,18,11,12.9,661.03,11.73773833,55.51006613,354.6714039,85,17,1348,1796,Best
221,221,1242.278333,8,4,16,2,7,16,5.65,730.9,20.06363388,119.1483872,265.0158122,71,9,2242,494,Best
3140,3140,9204.2525,0,5,11,1,3,8,10.34,671.46,68.48670349,236.9247045,865.013842,90,19,3745,121,Good
967,967,11444.62,4,6,18,2,17,9,1.42,269.46,204.6182236,1113.506333,106.3374433,74,7,2137,603,Best
6935,6935,1489.475833,5,4,9,-100,24,10,15.8,1488.8,62.0552962,37.67927001,309.2130171,71,16,1762,4377,Best
4353,4353,1680.665,6,7,33,5,35,15,1.07,3048.28,37.67052211,52.83433552,327.5616424,82,9,1791,4449,Standard
121,121,1057.435833,7,10,33,9,59,24,8.82,2797.17,58.86844084,95.67488196,241.2002605,70,16,4939,4846,Best
202,202,1584.78875,2,3,9,2,6,8,3.9,327.88,24.82142498,131.1074314,272.5500187,85,1,1359,3457,Good
4263,4263,1617.523333,8,6,14,2,28,9,10.79,767.58,26.83134355,63.88706352,331.0339263,70,15,1787,4358,Best
6703,6703,2110.275833,5,6,17,3,25,19,2.18,1428.31,54.3649756,46.62343444,360.0391733,76,17,4022,473,Best
6061,6061,5561.518333,5,3,11,-100,26,15,5.6,705.44,172.5305333,122.8397279,500.7815721,77,18,1993,4892,Best
2843,2843,7453.751667,2,5,9,4,9,1,9.23,811.01,195.9137033,265.6608147,533.8006487,75,18,1394,480,Standard
6881,6881,753.7220833,9,8,16,6,22,22,27.68,4649.87,25.96556899,15.64694436,293.759695,70,9,4072,3735,Best
4300,4300,6325.7275,4,6,4,2,5,20,9.28,1311.24,28658.0,137.3012719,608.0859111,98,6,1137,2908,Good
3068,3068,6999.373333,7,6,16,4,17,17,3.31,707.08,171.47715,69.04993728,699.4102461,73,17,3009,3427,Best
2208,2208,8256.565,1,3,9,1,7,0,8.87,155.2,45.3044265,176.3492124,864.0028611,71,19,1712,2667,Best
153,153,3132.524167,8,7,6,4,14,19,5.79,125.25,95.80071292,73.93253934,383.5191644,94,5,3074,3917,Good
312,312,1683.101667,8,3,6,4,22,22,21.33,1859.45,59.51321413,166.333815,222.4631375,71,9,2617,3410,Best
6489,6489,667.7104167,8,3,18,4,24,12,18.02,164.79,26.82878832,25.95889245,303.9833609,84,18,3378,4345,Best
1408,1408,3336.599953,8,3,18,4,11,20,12.73,262.96,211.6741306,321.4681276,171.4199558,79,14,2897,202,Best
2884,2884,3523.5175,7,7,25,6,46,17,28.89,2757.48,122.4826703,457.7169932,62.15208652,71,19,1938,2173,Best
1801,1801,2473.911667,6,6,34,3,26,25,7.16,1693.64,44.81642047,32.13771937,420.4370268,70,15,1541,3513,Best
1584,1584,1231.995,8,5,31,8,25,23,22.19,3122.53,89.15181924,97.82454867,226.2231321,84,9,1092,1945,Standard
5345,5345,9865.406667,8,6,9,1,21,16,11.94,1097.71,27780.0,552.796774,637.2009618,89,14,2997,1668,Best
5610,5610,1043.455833,3,6,6,3,23,17,7.32,1104.42,27.25326202,79.3727847,287.7195366,73,10,4126,2335,Best
757,757,1615.541667,4,4,19,1,27,12,1.31,1385.89,8.540130456,105.6042788,307.4097574,72,17,4740,3117,Best
6484,6484,4325.206667,4,4,10,1,9,16,7.55,843.74,35.74867531,491.7990896,194.9729018,88,17,3426,167,Best
2062,2062,1797.189167,6,5,16,3,30,11,-2.01,1123.23,37.00176232,129.9295595,302.7875948,90,13,3318,3690,Standard
4940,4940,2975.725,6,7,14,3,5,15,9.56,1096.33,64.6803123,185.2405675,307.6516202,79,15,4758,779,Best
1450,1450,2968.080159,9,10,17,6,28,18,24.4,3581.79,479.2612402,58.29326468,325.427169,81,19,3979,2255,Best
5916,5916,2669.4575,7,5,17,3,16,20,12.01,405.99,69.8882752,147.5658946,309.4915802,76,18,1251,3136,Best
4831,4831,1800.259583,4,4,8,2,14,8,7.59,328.91,29.95954,89.09876642,320.9676519,78,16,2964,698,Best
3713,3713,4437.710368,8,9,31,5,35,21,20.24,3403.79,537.5649697,73.25074216,461.3016699,73,18,2645,2639,Best
5775,5775,11656.82,6,6,19,1,17,12,8.02,1194.16,85.74180593,137.6253531,1192.314841,77,19,4773,3977,Best
7146,7146,2305.135,7,7,22,9,49,23,18.14,2574.54,230.8309149,54.10389268,195.5786924,78,17,1753,2752,Best
928,928,4900.553333,4,6,6,3,32,19,11.06,1078.02,90.94994557,339.3782531,349.7271346,73,19,2058,3925,Best
2497,2497,5026.587584,6,7,6,2,15,18,15.83,165.76,449.956128,723.5901777,44.66661042,97,17,3562,2612,Good
2404,2404,3038.506667,8,9,21,6,12,11,10.07,1843.93,161.8440105,54.49968145,337.5069747,95,9,1560,2013,Standard
7542,7542,4432.543333,7,4,17,2,15,17,16.84,816.31,60.92730313,547.9241924,124.4028378,70,14,3501,3925,Best
496,496,6955.293333,6,9,27,8,26,20,28.02,4525.08,363.2373117,122.236813,450.0552087,94,9,4246,3453,Standard
654,654,3487.325,6,6,17,2,27,18,18.62,2206.86,43.1712988,73.46371303,472.0974882,81,7,1454,1344,Standard
3699,3699,12540.49,2,7,6,3,1,2,9.25,1015.74,323.01511,896.6976364,314.3362536,81,14,4301,3893,Best
2812,2812,2858.130833,4,4,15,1,23,8,7.78,1231.17,16.90410075,71.0542395,457.8547431,76,8,4714,3209,Best
4668,4668,7823.28,4,4,13,2,27,17,18.66,1261.99,124.1430163,433.2890048,504.8959789,86,16,1909,1464,Best
3992,3992,2414.204167,7,66,13,1047,15,8,9.39,292.98,95.02278218,84.45394382,311.9436907,76,14,3610,4448,Best
6090,6090,3245.010833,3,3,2,2,8,2,10.54,931.9,59.76031819,58.20598286,446.5347823,88,15,1045,4912,Best
4058,4058,1785.4925,8,8,21,4,38,24,10.83,1873.81,48.73093023,225.7832238,194.035096,91,11,1514,2243,Standard
208,208,6300.581667,0,3,11,1,1,6,4.62,596.78,44834.0,147.0251177,691.6532548,85,17,2074,583,Best
5604,5604,2847.945,6,5,20,3,21,16,16.35,1215.19,47.47477413,200.8134316,306.5062943,72,19,2501,511,Best
3579,3579,6848.54,8,4,12,3,6,16,17.49,1080.17,208.3527636,253.0736411,503.4275953,75,18,2359,4601,Best
1782,1782,7231.61,6,7,13,4,10,20,14.51,429.12,167.0814715,461.9780478,364.1014808,76,19,4337,2402,Best
1261,1261,10033.03,1,2,9,1,13,2,8.53,1100.42,53.02788628,72.62919685,1117.645917,90,16,3459,1105,Best
3548,3548,2380.7,1,1,3,1,1,4,10.03,1097.83,20.64424805,81.99655532,385.4291966,91,10,1564,2348,Good
5222,5222,1625.0,7,4,18,6,5,17,18.2,1443.38,79.65160693,140.1483617,232.7000314,79,17,3138,3235,Best
823,823,1391.546667,8,5,18,9,24,21,7.11,3380.69,127.2236916,181.9309244,120.0000506,96,19,1478,3339,Standard
6963,6963,7075.74,7,5,17,3,8,13,5.16,269.63,172.3465509,426.795577,398.4318721,72,14,2679,1512,Best
3848,3848,4838.38,6,3,17,3,12,12,7.53,1269.7,74.30448443,479.2320916,210.301424,85,13,3897,1924,Standard
471,471,1234.542917,3,4,6,4,7,1,9.37,257.85,35.62637254,35.99312572,311.8347934,94,9,1586,1908,Standard
6987,6987,3045.68,7,5,18,3,15,19,11.64,1445.81,90.94863059,51.61781314,412.0015563,75,16,3499,2537,Best
4227,4227,5099.6725,5,6,19,3,28,18,17.52,1050.84,98.02987292,64.25648807,587.680889,71,19,1250,1778,Best
474,474,895.31375,6,3,18,3,7,12,16.39,181.68,26.51527996,21.04730907,281.968786,92,16,3435,4672,Best
3863,3863,3664.406667,5,7,1,4,25,9,5.9,317.73,132.3181086,151.2685842,332.8539739,97,11,3668,297,Standard
2774,2774,3398.26,7,5,32,2,31,23,9.36,1629.11,50.43795578,90.4293743,448.9586699,86,12,3162,687,Standard
4481,4481,1448.293333,6,1375,15,9,35,17,1.83,1358.96,86.60864701,102.2605664,245.9601199,84,7,3055,4382,Standard
