Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,aqi_range
0,784,2,3,1,1,0,3,7.46,0,1,123,4.12,2
2,767,5,3,2,0,0,3,5.43,0,1,93,4.8,1
0,567,3,1,0,0,0,3,7.3,0,1,162,4.7,3
2,772,4,3,2,0,0,0,3.47,0,0,42,4.0,0
3,3488,7,4,1,1,0,1,6.34,0,2,159,3.46,3
0,238,4,1,0,0,0,3,6.48,0,1,164,4.71,3
3,3897,9,5,1,0,0,0,6.94,1,1,112,3.2,2
4,379,0,2,1,0,1,2,4.73,1,1,111,3.84,2
0,275,3,2,1,1,0,3,4.69,2,1,89,2.93,1
4,315,3,2,2,1,0,2,6.91,0,1,111,3.83,2
0,709,3,2,1,1,1,3,5.67,0,1,112,4.15,2
0,930,3,2,2,0,0,1,6.95,0,1,105,4.15,2
1,1575,4,1,0,0,0,0,0.99,1,0,92,3.33,1
1,1236,4,4,2,1,1,3,5.6,1,1,95,3.54,1
1,1934,2,2,1,1,0,2,5.19,2,1,87,2.62,1
3,3934,14,2,2,0,1,3,4.74,1,1,108,4.16,2
1,1451,4,3,1,0,1,2,5.38,1,1,107,3.84,2
0,370,1,2,1,1,1,3,5.8,2,1,112,2.89,2
4,392,2,2,1,1,0,2,5.99,2,1,101,2.59,2
0,858,3,3,0,0,0,3,5.1,0,1,114,4.78,2
3,2224,12,4,1,0,0,2,6.25,0,1,166,4.39,3
3,3795,13,5,1,0,0,2,8.08,1,2,171,3.68,3
1,2292,4,4,1,0,1,3,7.72,1,1,147,4.09,2
0,276,4,3,1,2,0,3,6.25,3,1,127,1.62,2
2,1200,6,2,0,0,0,3,3.21,0,0,99,4.87,1
1,1393,4,2,1,0,1,1,7.0,3,1,141,2.22,2
0,282,4,3,0,1,1,1,7.17,0,1,119,3.5,2
1,1348,2,2,0,0,0,2,5.19,1,2,80,3.82,1
0,376,3,3,1,0,0,0,7.0,0,1,112,3.83,2
1,1256,4,2,2,0,0,1,5.74,2,1,95,2.92,1
0,541,4,3,1,1,0,2,5.52,2,1,83,2.62,1
1,21916,3,2,0,0,0,3,7.05,0,1,124,4.75,2
1,1779,4,1,1,1,1,3,5.91,2,2,93,2.85,1
4,292,1,1,2,0,0,3,4.96,2,1,698,3.55,5
0,101,3,3,1,0,0,3,4.94,0,1,100,4.8,1
1,1853,3,2,2,0,0,2,7.3,0,1,139,4.42,2
0,526,2,3,1,0,0,3,5.28,1,1,90,4.18,1
0,495,4,1,2,1,0,1,7.42,2,1,82,2.29,1
1,1648,3,4,0,0,1,0,5.45,1,1,99,3.23,1
4,415,1,2,2,1,0,2,7.24,0,1,95,3.85,1
0,651,3,3,0,0,0,1,6.91,0,1,143,4.1,2
2,12687,6,2,0,1,0,3,6.87,0,1,155,4.09,3
4,474,2,1,0,0,1,3,7.2,2,1,124,3.5,2
4,360,2,2,2,0,1,1,6.51,1,1,85,3.55,1
2,452,7,3,1,3,-1,3,5.16,1,1,116,2.27,2
0,226,1,1,2,1,1,3,8.42,2,2,122,2.8,2
0,878,1,3,1,0,0,3,6.32,3,1,90,2.92,1
4,319,2,2,1,0,0,2,6.94,1,1,145,3.79,2
3,3738,7,5,1,0,0,3,7.37,1,1,122,4.13,2
2,820,6,2,2,0,0,1,7.46,0,1,126,3.49,2
1,1343,4,4,1,0,0,3,6.0,0,1,154,4.72,3
3,2452,9,3,2,0,0,3,5.02,0,1,92,4.81,1
0,762,2,2,2,0,0,3,7.55,0,1,129,4.74,2
0,412,1,3,0,0,0,1,6.62,0,1,102,4.16,2
2,1016,5,1,0,1,0,2,6.7,2,1,134,2.55,2
4,297,3,2,1,0,0,3,8.88,1,2,138,4.03,2
0,468,3,3,1,1,0,3,6.39,2,1,120,2.88,2
0,843,2,1,1,0,0,3,6.41,0,1,129,4.75,2
2,499,4,1,2,0,0,2,4.81,0,1,118,4.46,2
2,800,5,1,1,0,1,2,6.23,0,1,102,4.47,2
4,383,1,1,1,3,0,1,1.91,0,0,7,2.49,0
0,208,1,1,1,0,0,3,7.13,3,1,84,2.92,1
1,1519,2,1,1,0,1,0,7.88,0,1,140,3.79,2
3,4135,5,2,0,0,1,2,7.87,0,1,111,4.45,2
2,740,6,2,0,1,0,0,5.62,0,2,88,3.18,1
3,2535,11,6,0,1,1,3,5.43,1,1,118,3.52,2
0,257,1,2,1,0,0,2,4.82,0,1,105,4.48,2
3,4130,10,4,1,0,0,3,5.56,2,1,98,3.54,1
1,1463,2,1,1,0,0,3,7.31,0,1,163,4.7,3
2,1042,6,1,0,1,1,1,6.47,0,1,90,3.54,1
0,876,3,3,1,1,1,3,4.34,1,1,81,3.57,1
0,379,2,2,2,0,0,3,4.49,1,1,102,4.17,2
0,483,2,2,2,0,1,2,6.35,0,1,145,4.42,2
0,619,3,3,0,1,0,3,6.18,1,1,123,3.51,2
2,739,5,2,0,1,0,1,4.45,1,1,115,2.9,2
3,3095,8,4,1,0,0,3,6.75,0,1,112,4.77,2
3,3093,14,5,1,0,0,3,4.66,0,1,83,4.82,1
3,2013,4,2,1,3,0,3,6.94,0,1,102,2.9,2
0,308,3,3,1,0,0,0,6.67,0,1,155,3.78,3
0,233,3,1,1,2,0,3,4.75,0,1,114,3.53,2
0,5631,1,3,1,0,1,3,7.47,0,1,165,4.7,3
0,371,3,2,1,0,-1,3,5.02,0,2,118,4.71,2
0,479,1,3,2,0,0,3,5.5,2,1,90,3.55,1
1,1368,4,1,1,0,0,3,7.24,0,1,166,4.7,3
4,417,3,1,2,1,0,3,7.56,0,1,100,4.15,1
4,389,0,2,2,2,1,3,5.22,1,1,113,2.9,2
0,255,3,1,1,0,0,3,8.09,0,2,167,4.63,3
0,783,1,1,2,0,0,3,6.24,0,1,109,4.78,2
3,1838,5,5,0,1,0,3,3.28,0,0,78,4.27,1
3,3418,14,3,1,0,0,2,4.87,1,1,100,3.86,1
1,1690,3,1,1,0,0,1,6.68,3,1,99,2.28,1
0,207,1,2,0,0,0,3,5.14,1,1,104,4.16,2
1,1649,5,2,1,0,0,3,8.79,0,2,184,4.6,3
1,2131,3,4,1,1,0,1,6.66,0,1,156,3.46,3
1,1203,5,3,1,1,1,0,5.03,1,2,102,2.53,2
1,1287,5,2,1,0,0,3,7.62,0,1,141,4.73,2
1,2081,2,3,1,2,0,2,4.96,1,1,108,2.59,2
1,2246,5,2,1,0,0,1,6.95,0,1,94,4.16,1
4,382,0,1,1,0,0,3,6.15,0,1,112,4.15,2
1,1489,2,4,1,1,0,2,6.72,0,1,98,3.85,1
1,1834,2,3,1,1,1,3,6.44,1,1,150,3.47,2
0,131,1,2,1,1,0,0,6.19,0,1,143,3.17,2
2,533,5,3,0,0,1,3,6.67,0,1,106,4.78,2
2,1119,6,2,2,3,1,1,5.01,1,1,106,1.65,2
2,707,6,2,1,1,0,3,6.29,1,1,105,3.53,2
0,824,3,2,1,0,1,3,6.87,3,1,132,2.86,2
1,1687,3,2,0,0,0,1,5.94,1,1,96,3.54,1
0,416,3,2,1,0,0,1,5.65,1,1,101,3.54,2
0,317,1,1,1,1,1,3,6.06,0,1,131,4.12,2
1,1506,4,1,0,0,1,1,6.18,0,1,100,4.16,1
1,1223,4,2,2,1,0,3,7.39,1,1,167,3.44,3
2,12393,7,3,0,1,1,3,6.76,1,1,118,3.51,2
0,311,3,3,0,0,0,2,6.54,0,1,134,4.43,2
0,455,3,2,0,0,0,3,4.51,2,1,82,3.57,1
0,133,1,2,1,0,0,3,6.55,0,1,87,4.8,1
1,1754,2,2,1,0,0,0,6.12,3,1,111,1.95,2
1,1388,3,3,2,0,0,2,8.33,1,2,188,3.66,3
0,741,1,1,0,1,0,1,5.75,0,1,113,3.52,2
1,1598,3,4,1,1,1,3,5.68,1,1,86,3.55,1
0,596,3,2,2,0,0,2,6.12,1,1,140,3.8,2
2,997,4,3,2,0,0,2,7.14,2,1,136,3.17,2
0,572,1,3,2,1,1,0,7.55,0,1,149,3.15,2
4,364,2,1,1,0,1,2,4.33,0,1,111,4.47,2
1,2217,5,1,1,0,1,3,6.18,0,1,106,4.78,2
4,247,1,2,1,1,0,3,6.21,2,1,85,2.93,1
1,2200,4,3,0,0,0,2,7.95,0,1,92,4.47,1
0,183,1,2,2,0,0,3,5.51,0,1,93,4.8,1
1,1566,3,2,1,0,0,3,4.98,1,1,109,4.16,2
1,1958,3,3,1,1,0,2,6.94,0,1,133,3.8,2
1,1157,4,1,0,0,0,2,7.11,0,2,102,4.4,2
1,1602,3,1,1,1,0,0,6.47,0,1,104,3.21,2
0,462,1,1,0,3,0,2,5.66,2,1,108,1.33,2
0,938,4,1,0,1,0,3,5.41,1,1,111,3.52,2
0,892,1,2,1,0,0,3,5.31,1,1,112,4.15,2
1,2273,2,3,2,3,0,1,5.95,1,1,108,1.64,2
1,2233,2,1,1,0,0,3,6.11,3,1,132,2.87,2
4,465,0,1,2,0,0,3,8.57,1,2,137,4.04,2
2,404,7,3,1,1,0,2,6.97,0,1,116,3.82,2
4,404,1,1,1,0,0,3,8.0,2,2,194,3.34,3
0,117,4,3,1,0,0,1,7.39,0,0,142,4.16,2
1,1357,3,1,0,0,0,2,7.25,0,1,101,4.47,2
1,1762,2,4,2,1,0,3,5.98,1,1,108,3.53,2
1,1826,3,3,0,0,0,1,6.87,0,1,106,4.15,2
4,275,3,1,1,1,0,0,8.21,0,2,152,3.08,3
4,377,1,2,1,1,0,3,4.19,2,1,120,2.89,2
0,170,3,1,0,2,1,1,4.43,0,1,91,2.93,1
1,1859,4,4,1,0,0,3,3.98,3,0,40,3.06,0
2,835,5,2,0,0,0,3,6.58,0,1,152,4.72,3
0,558,1,2,1,2,0,1,6.73,0,1,141,0.97,2
0,236,2,1,0,0,1,1,6.28,3,1,115,2.26,2
0,971,4,3,2,0,1,2,6.64,0,1,149,4.41,2
1,1972,5,3,1,0,1,3,5.73,1,1,95,4.17,1
1,1838,5,3,1,0,0,3,6.52,0,1,135,4.74,2
0,558,3,2,2,0,0,3,6.13,1,1,96,4.17,1
1,1504,3,3,1,2,0,3,4.29,1,1,95,2.92,1
0,869,2,2,1,1,1,3,4.48,0,1,99,4.17,1
0,191,1,1,1,0,0,3,6.27,0,2,113,4.71,2
1,1218,3,3,2,0,0,1,7.36,2,1,103,2.9,2
1,1318,5,2,1,1,0,2,4.67,2,1,101,2.6,2
3,2785,7,5,2,1,0,3,7.54,0,1,91,4.16,1
2,477,7,3,1,0,0,2,7.36,0,1,133,4.43,2
0,767,4,1,1,0,0,2,7.17,0,1,168,4.38,3
0,675,3,3,1,1,-1,3,3.85,2,0,59,3.04,1
4,433,2,1,1,1,0,2,6.26,0,1,100,3.85,1
0,543,2,1,1,1,0,3,6.11,2,1,128,2.87,2
1,1756,2,1,2,0,0,3,5.71,0,1,105,4.79,2
1,1581,4,1,1,0,0,3,4.62,1,1,108,4.16,2
1,1908,3,2,1,1,0,1,5.12,0,1,113,3.52,2
0,306,1,3,1,0,0,3,4.93,2,1,115,3.52,2
0,475,2,3,2,0,0,1,7.05,0,1,148,4.1,2
0,964,4,2,0,0,0,2,8.0,3,1,125,2.55,2
5,1863,2,1,1,0,0,3,5.51,0,1,88,4.81,1
0,195,4,1,1,0,0,3,5.77,2,1,83,3.56,1
0,675,2,3,1,0,0,3,6.49,3,1,87,2.92,1
1,2158,2,2,1,0,0,3,5.92,0,1,85,4.81,1
0,187,4,2,1,0,0,2,3.97,0,0,94,4.56,1
0,793,3,3,1,0,0,3,7.91,0,1,129,4.74,2
1,1911,2,1,2,0,0,3,4.62,1,1,105,4.17,2
1,1512,3,2,1,0,0,2,7.65,0,1,90,4.48,1
1,1920,5,4,1,0,1,2,7.75,1,1,97,3.84,1
2,679,7,2,0,1,0,1,6.36,1,1,81,2.93,1
0,340,2,3,0,1,0,1,7.75,0,1,122,3.5,2
0,327,2,1,1,0,0,2,6.94,2,1,120,3.19,2
2,1167,7,2,0,1,0,2,6.62,1,1,144,3.16,2
2,925,7,3,1,0,0,2,6.23,0,1,110,4.46,2
0,870,2,3,2,0,0,2,4.69,0,1,105,4.48,2
0,719,4,1,0,0,0,2,5.04,1,1,99,3.86,1
3,2325,9,4,1,0,0,1,6.96,0,1,164,4.08,3
0,539,3,1,2,0,1,1,8.04,2,2,183,2.73,3
1,1749,2,2,1,0,0,3,7.68,3,1,157,2.83,3
0,847,2,3,1,3,1,2,8.41,2,2,139,1.21,2
4,250,0,2,1,1,0,0,3.6,0,2,43,3.25,0
1,1462,3,3,2,0,0,1,6.87,1,1,81,3.55,1
1,1549,4,4,1,1,0,1,5.79,1,1,115,2.83,2
0,773,3,1,1,0,1,3,7.62,0,1,97,4.78,1
1,2287,2,2,2,1,0,2,6.3,0,1,83,3.87,1
1,1230,2,4,1,0,0,2,7.13,1,1,106,3.83,2
2,1039,7,2,1,1,1,1,7.1,3,1,95,1.65,1
0,155,2,2,1,0,0,3,7.5,0,1,136,4.74,2
3,3006,6,5,1,1,0,2,7.12,0,1,83,3.86,1
3,3858,15,3,0,0,1,2,6.95,0,1,127,4.44,2
1,1810,4,2,0,0,-1,2,6.37,0,1,101,4.47,2
3,3394,13,3,0,0,0,3,3.98,2,0,64,3.66,1
0,320,4,1,2,0,0,3,6.35,0,1,142,4.74,2
2,477,6,1,2,0,1,3,5.61,2,1,88,3.55,1
1,1135,5,4,2,0,1,3,7.54,2,2,94,3.47,1
1,1598,4,4,1,0,0,3,8.54,0,2,153,4.64,3
3,3800,10,3,1,0,0,3,7.75,0,1,98,4.78,1
2,582,7,2,2,0,0,2,7.93,0,1,163,4.39,3
1,1419,2,3,0,0,0,2,6.71,0,1,161,4.4,3
1,1963,2,4,1,0,0,3,6.76,0,1,127,4.75,2
1,1752,4,3,2,0,0,3,7.75,0,1,142,4.73,2
3,3084,6,5,0,1,1,3,6.73,0,1,138,4.11,2
4,332,1,1,2,0,0,2,4.61,1,1,99,3.86,1
1,1748,4,2,1,1,1,2,7.49,0,1,136,3.79,2
1,1264,2,4,0,3,0,3,6.4,0,1,161,2.83,3
2,626,4,1,1,0,0,2,6.98,1,1,99,3.84,1
2,810,7,2,1,0,1,3,7.0,1,1,126,4.12,2
1,2021,2,3,0,1,1,3,6.91,0,1,165,4.08,3
0,224,1,1,1,0,0,3,7.68,0,1,116,4.76,2
1,2152,2,2,1,0,0,3,7.91,0,0,88,4.86,1
3,3367,9,4,2,1,1,2,7.87,0,1,113,3.82,2
3,3375,9,3,1,0,0,2,8.69,0,2,147,4.34,2
1,1797,5,4,1,1,0,1,5.01,1,1,101,2.91,2
2,1147,5,2,1,0,0,0,6.73,1,1,86,3.23,1
0,675,1,3,1,0,0,3,8.77,2,2,134,3.41,2
0,183,1,2,1,0,0,3,4.68,2,1,118,3.52,2
0,637,1,1,1,2,0,1,7.66,2,1,133,1.6,2
2,1221,6,1,1,0,0,3,6.4,0,2,261,4.75,4
3,2851,13,3,0,1,0,3,8.09,1,2,171,3.37,3
0,317,4,1,0,0,1,3,6.09,1,1,163,4.08,3
3,2295,12,5,1,1,0,3,5.82,1,1,117,3.51,2
0,598,4,3,1,0,1,3,4.91,1,1,88,4.18,1
0,791,4,2,1,0,1,2,5.98,1,1,120,3.82,2
0,214,2,1,0,0,0,0,5.37,1,1,107,3.22,2
2,788,5,2,0,0,1,2,5.85,0,1,115,4.46,2
0,800,2,3,1,1,0,1,6.38,0,1,111,3.52,2
3,2205,5,3,1,1,0,3,7.62,0,1,126,4.12,2
1,1175,3,1,0,1,0,1,5.8,1,1,101,2.91,2
1,1415,2,2,1,0,0,0,6.37,0,1,111,3.83,2
2,1217,7,2,0,0,1,3,5.58,0,1,83,4.81,1
1,1422,3,3,0,0,0,1,5.07,2,1,120,2.89,2
0,955,3,3,0,0,0,3,7.3,0,1,113,4.77,2
0,915,1,1,0,1,0,2,5.05,2,1,97,2.6,1
3,3260,12,4,2,2,1,3,4.23,0,1,101,3.54,2
0,638,1,2,2,1,0,2,6.18,2,1,97,2.6,1
1,2120,2,3,0,0,0,3,8.15,2,2,155,3.39,3
1,1209,2,4,0,1,0,3,7.04,1,1,111,3.51,2
1,1823,5,2,2,0,1,3,6.85,2,1,125,3.5,2
0,278,4,3,1,0,1,1,5.76,1,1,82,3.56,1
0,180,4,2,0,0,-1,2,7.24,0,1,92,3.85,1
0,600,2,1,1,0,0,1,7.03,1,1,89,3.54,1
1,1718,5,1,1,1,0,2,6.15,0,1,160,3.77,3
0,955,3,3,0,0,0,1,8.14,2,2,132,2.79,2
2,452,7,2,0,1,0,3,7.06,3,1,136,2.23,2
1,2284,5,3,0,0,1,3,7.41,0,1,164,4.7,3
1,2141,4,2,1,0,0,1,6.05,1,1,89,3.55,1
1,2194,3,1,1,0,0,3,7.0,0,1,151,4.72,3
4,348,0,2,1,0,0,0,6.23,0,1,169,3.76,3
2,521,7,1,2,0,0,3,7.36,3,1,92,2.91,1
0,836,3,1,1,0,0,2,7.64,0,1,118,4.44,2
4,484,0,1,2,0,1,3,5.27,1,1,112,4.15,2
2,1036,6,3,0,0,0,3,6.64,0,1,136,4.74,2
1,8225,2,2,1,0,0,0,7.56,0,1,90,3.85,1
0,513,3,1,0,1,0,2,7.36,1,1,165,3.13,3
2,943,7,2,0,0,0,3,6.09,0,1,118,4.77,2
2,1106,4,3,0,0,0,2,5.36,0,2,91,4.43,1
1,1793,3,1,2,0,0,3,7.02,0,1,134,4.74,2
4,340,3,2,0,2,0,3,5.75,0,0,101,3.6,2
1,1124,5,3,1,0,0,1,4.73,0,1,99,4.17,1
1,1564,4,1,1,1,1,3,7.25,0,1,136,4.11,2
4,292,3,2,2,0,0,2,7.74,0,1,89,4.48,1
0,335,2,1,1,2,0,3,7.88,0,1,168,3.44,3
0,930,4,1,0,2,0,1,6.59,0,1,120,2.88,2
1,1942,3,3,1,0,1,3,5.35,2,1,82,3.56,1
1,1316,3,4,0,0,0,3,6.02,3,1,83,2.93,1
1,1305,2,1,1,2,0,3,7.9,0,1,129,3.49,2
1,1288,4,1,1,1,1,1,7.65,0,1,123,3.5,2
0,462,1,1,0,2,0,3,7.8,1,1,163,2.82,3
4,284,0,1,1,0,0,1,6.82,0,1,159,4.08,3
0,241,4,1,1,0,0,2,4.7,0,1,88,4.5,1
1,1232,2,3,1,0,1,2,4.8,1,1,82,3.88,1
3,1824,13,3,0,0,0,1,6.16,3,1,161,2.2,3
2,937,4,2,1,3,1,3,6.75,0,1,85,2.92,1
3,3992,11,3,1,2,0,2,3.09,0,0,61,3.35,1
0,641,3,3,2,0,1,1,6.64,3,1,96,2.28,1
1,1699,2,2,0,1,-1,3,4.26,0,1,85,4.19,1
3,2195,6,4,0,1,1,1,5.6,0,1,104,3.53,2
1,1399,3,1,0,0,0,3,7.32,0,1,137,4.74,2
2,485,7,1,1,2,0,3,6.37,1,1,129,2.87,2
0,674,4,2,2,0,0,3,7.91,1,1,147,4.09,2
0,734,1,2,1,0,0,1,6.0,1,1,162,3.46,3
1,1424,2,2,2,0,1,3,5.83,2,1,90,3.55,1
2,1085,6,2,1,0,-1,1,5.43,0,1,104,4.16,2
0,904,4,3,0,0,0,3,5.93,0,1,116,4.77,2
0,159,1,3,1,0,0,3,6.79,0,1,705,4.78,5
2,1142,6,3,1,0,0,1,5.63,1,1,105,3.53,2
0,351,2,3,2,0,1,0,6.13,0,1,156,3.78,3
0,735,3,3,1,1,0,2,7.02,3,1,161,1.88,3
0,606,1,2,2,1,0,2,5.17,0,1,101,3.85,2
1,1215,5,3,1,0,1,3,5.33,1,1,80,4.19,1
1,1894,3,2,0,0,0,2,5.41,0,1,100,4.48,1
2,1290,5,3,0,0,0,3,5.0,0,1,110,4.16,2
0,841,1,2,2,0,0,2,7.12,0,1,148,4.41,2
0,908,1,1,1,0,0,1,7.24,1,1,135,3.48,2
2,1277,5,1,2,0,0,0,7.28,0,1,139,3.79,2
2,674,6,2,2,0,0,1,7.23,1,1,166,3.44,3
3,3393,9,2,0,1,0,3,7.82,0,1,159,4.08,3
0,718,2,1,1,0,0,3,6.34,0,1,159,4.71,3
1,2041,2,4,1,0,-1,0,7.14,0,1,121,3.82,2
3,2290,13,2,0,0,0,3,5.88,1,1,99,4.16,1
1,1904,2,2,1,0,0,0,8.31,2,2,193,2.4,3
1,1358,2,4,1,1,0,3,1.86,1,0,0,3.75,0
2,677,7,1,1,0,1,2,7.24,0,1,125,4.44,2
4,419,2,2,1,0,0,3,6.43,0,1,148,4.73,2
2,1183,6,1,1,0,0,1,8.38,1,2,183,3.35,3
3,2603,11,6,2,0,0,3,4.18,0,1,93,4.81,1
1,1335,4,3,2,2,0,3,7.35,2,1,87,2.29,1
3,2426,5,6,0,0,0,3,5.93,0,1,82,4.81,1
1,1565,3,1,2,0,0,2,7.56,0,1,100,4.47,1
0,542,3,3,1,0,0,3,6.23,0,1,160,4.71,3
0,726,1,3,1,1,0,3,7.41,0,1,163,4.07,3
0,710,2,3,0,0,0,1,7.48,2,1,87,2.91,1
2,836,4,1,2,0,0,1,5.84,1,1,80,3.56,1
1,1927,2,3,0,0,1,2,5.85,1,1,96,3.85,1
1,1258,4,1,2,1,0,3,5.88,1,1,237,3.56,4
0,16083,4,2,1,0,0,3,7.73,0,1,101,4.78,2
5,614,3,2,2,1,0,2,7.4,0,1,92,3.85,1
2,1167,7,3,1,1,1,2,6.73,3,1,135,1.92,2
4,326,3,1,0,3,0,2,8.11,2,2,173,1.17,3
0,206,2,3,2,0,0,1,5.51,1,1,99,3.54,1
1,2158,3,4,2,0,1,1,7.82,1,1,126,3.49,2
2,1272,5,1,0,0,0,3,6.62,0,1,127,4.75,2
0,733,4,2,2,0,0,2,8.25,2,2,164,3.06,3
0,543,4,1,1,1,1,1,7.48,0,1,110,3.51,2
1,1858,2,2,1,3,0,1,7.46,0,1,152,2.21,3
3,2911,11,6,2,2,1,2,3.7,2,0,61,2.09,1
0,374,2,3,1,1,0,3,5.92,0,1,117,4.14,2
0,422,3,1,2,1,0,2,7.04,1,1,162,3.14,3
1,1652,5,2,1,0,0,0,6.94,0,1,117,3.82,2
2,1185,5,1,1,0,1,3,5.08,2,1,105,3.53,2
1,2019,3,4,0,0,0,1,5.96,1,1,109,3.52,2
2,1241,5,2,1,0,-1,2,6.64,2,1,118,3.19,2
4,467,0,1,1,0,0,3,7.45,0,1,144,4.73,2
1,2212,2,3,1,1,0,2,6.36,0,1,115,3.83,2
1,1664,5,2,2,0,0,3,6.27,1,1,162,4.08,3
0,968,3,1,0,1,0,2,5.23,1,1,94,3.23,1
1,1335,5,2,1,1,1,3,7.3,0,1,97,4.16,1
2,948,5,3,0,0,0,1,6.01,0,1,92,4.17,1
0,308,2,3,1,1,0,3,7.41,0,1,121,4.13,2
0,693,2,3,1,1,0,1,4.87,1,1,103,2.91,2
1,1381,4,4,2,0,0,2,5.47,2,1,117,3.2,2
0,134,4,3,1,0,1,1,6.2,1,1,111,3.52,2
1,1288,5,3,1,0,-1,3,5.85,1,1,104,4.16,2
1,1272,4,1,1,1,1,2,7.5,0,1,138,3.79,2
0,907,1,3,1,1,0,1,6.08,1,1,102,2.9,2
2,632,5,1,1,1,0,3,5.75,0,1,99,4.17,1
2,785,5,3,1,0,1,0,5.59,0,1,91,3.86,1
1,1549,4,3,1,0,0,0,8.22,1,2,123,3.12,2
0,279,4,2,1,3,0,1,6.42,2,1,83,1.04,1
1,1324,5,3,2,1,0,2,8.54,0,2,141,3.72,2
0,328,3,2,1,0,0,1,5.13,1,1,108,3.53,2
3,3952,6,2,2,0,0,2,6.17,0,1,90,4.49,1
1,2023,5,1,1,1,0,3,6.74,1,1,100,3.53,1
1,2088,3,3,1,2,1,3,8.44,2,2,344,2.14,5
0,566,4,1,1,0,0,-1,6.67,1,1,150,3.15,2
2,573,6,2,1,0,1,3,4.4,1,1,115,4.15,2
4,427,2,2,2,0,0,3,5.01,1,1,108,4.16,2
1,1120,2,3,1,0,1,3,5.85,1,1,105,4.16,2
1,2018,5,3,1,0,0,3,6.43,0,1,134,4.74,2
0,236,2,2,1,0,0,3,6.85,1,1,88,4.17,1
1,1455,3,4,2,0,0,3,4.4,1,0,82,4.2,1
2,882,5,3,1,1,-1,3,6.97,0,1,90,4.17,1
4,489,0,2,0,0,0,3,7.67,1,1,108,4.14,2
1,2154,4,3,0,0,1,3,6.36,1,1,95,4.17,1
3,3659,15,4,1,0,0,3,5.39,1,1,87,4.18,1
2,459,5,2,1,1,0,0,5.55,1,1,111,2.58,2
0,212,3,1,2,0,0,3,4.29,0,1,119,4.78,2
0,428,3,2,2,0,1,3,6.69,3,1,97,2.91,1
0,287,4,3,0,0,0,3,3.04,0,0,71,4.91,1
1,1534,5,4,0,0,0,3,5.99,2,1,100,3.54,1
1,2082,5,2,0,0,0,3,7.94,2,1,117,3.5,2
1,2089,5,2,0,0,0,3,6.31,0,1,124,4.76,2
1,1951,2,2,1,0,0,1,8.13,2,2,127,2.8,2
0,282,1,1,1,0,1,2,5.52,0,1,109,4.47,2
2,805,4,3,1,0,0,3,4.14,2,1,105,3.54,2
1,2171,3,1,0,0,0,3,3.89,1,0,89,4.25,1
1,1908,4,2,1,0,1,3,7.25,1,1,83,4.18,1
2,573,6,3,1,0,0,3,6.79,1,1,158,4.08,3
1,1362,4,1,0,0,0,3,6.09,0,1,167,4.71,3
2,845,7,2,1,0,0,0,6.13,0,1,83,3.87,1
2,12117,6,2,0,1,0,2,7.1,0,1,123,3.81,2
2,899,4,3,1,0,0,3,6.47,3,1,97,2.91,1
0,899,1,2,1,2,0,3,7.22,0,1,135,3.48,2
2,1252,7,2,1,1,0,2,4.96,0,1,118,3.83,2
0,823,3,1,2,0,-1,3,5.25,1,1,94,4.17,1
2,639,6,1,1,2,0,2,6.36,1,1,101,2.59,2
3,3569,9,5,1,0,0,1,3.53,0,0,31,4.33,0
0,250,1,1,0,0,0,2,6.48,0,1,144,4.42,2
2,23940,7,1,1,0,1,3,7.29,3,1,138,2.85,2
1,1478,5,4,1,1,1,2,4.11,1,1,98,3.24,1
2,916,5,3,1,0,0,3,6.25,0,1,115,4.77,2
4,488,2,1,1,0,0,1,6.05,2,1,89,2.92,1
0,631,2,2,0,0,0,3,6.18,0,1,131,4.75,2
0,489,1,1,2,0,0,2,7.44,0,1,105,4.46,2
1,1552,4,1,2,3,1,3,5.27,2,1,80,1.68,1
1,1795,2,2,1,0,0,3,5.93,1,1,100,4.16,1
0,672,3,2,1,0,1,3,3.74,0,0,14,4.98,0
0,154,4,3,2,0,0,1,7.98,0,1,231,4.15,4
2,693,6,3,0,1,0,1,7.24,0,1,144,3.47,2
0,693,1,3,2,1,0,3,7.44,1,1,132,3.49,2
1,1976,4,2,0,0,0,2,5.46,0,1,112,4.46,2
1,1924,5,1,1,1,0,3,7.12,0,1,106,4.15,2
1,1344,3,4,1,0,0,3,7.15,3,1,118,2.88,2
1,1611,5,3,0,1,0,3,7.84,1,1,106,3.52,2
2,736,7,3,1,0,1,3,6.35,2,1,134,3.49,2
0,473,2,2,2,0,0,1,6.34,1,1,137,3.49,2
2,986,5,1,1,0,0,0,5.57,1,1,105,3.22,2
0,499,2,3,0,0,0,2,7.65,0,1,140,4.42,2
2,1283,7,1,1,0,0,3,4.09,0,1,90,4.19,1
1,2031,5,1,1,0,0,3,6.02,0,1,120,4.76,2
2,683,4,1,1,0,1,2,7.66,0,1,167,4.38,3
0,872,1,1,0,0,0,3,5.63,2,0,85,3.56,1
1,1955,4,1,1,0,0,1,6.25,0,1,143,4.11,2
0,466,3,1,2,0,0,2,5.73,1,1,97,3.85,1
1,1996,4,4,2,0,0,1,6.89,1,1,102,3.53,2
